"[78, 813, 414, 4381, 427, 3183, 1, 1627, 1073, 427, 20, 139, 954, 113, 144, 4382, 176, 1336, 2108, 573, 1074, 394, 395, 98, 2109, 1075, 4383, 4384, 2110, 83, 1827, 1828, 1628, 238, 2111, 2112, 1628, 83, 2514, 4385, 1628, 83, 2515, 20, 59, 1628, 509, 2113, 596, 4386]",-1.0
"[48, 242, 109, 6, 5, 3, 2, 4, 7, 8, 162, 1076, 229, 230]",0.0
"[6, 5, 3, 2, 4, 7, 1464, 1247, 334, 1, 1337, 4387, 14, 8, 243, 188, 8, 3184, 861, 4388, 3185, 176, 41, 8, 51, 1629, 768, 10, 72, 4389, 4390, 176, 70, 33, 14, 1470, 243, 736, 3186, 1338, 8, 737, 2114, 276, 139, 239, 4391, 955, 1248]",
"[3187, 274, 141, 1, 324, 1339, 316, 1, 2516, 4392, 43, 76, 356, 42, 75, 172, 1077, 2517, 85, 2516, 2518, 42, 75, 1630, 857, 3188, 325, 43, 1340, 4393, 1630, 47, 150, 1631, 76, 42, 6, 5, 3, 2, 4, 7, 1632, 477, 1829, 47, 43, 34, 26, 28, 42, 738, 102, 381]",
"[8, 574, 510, 415, 335, 68, 862, 23, 116, 574, 170, 68, 170, 228, 41, 301, 1341, 13, 290, 68, 1078, 258, 1, 2, 597, 2115, 1157, 6, 5, 3, 2, 4, 7, 12, 22, 258]",0.0
"[4394, 6, 5, 3, 2, 4, 7]",
"[1158, 1830, 6, 5, 3, 2, 4, 7, 1471, 1, 15, 23, 59, 1472, 143, 244, 525, 75, 139, 187, 1633, 863, 814, 142, 61, 75, 139, 187, 227, 2519, 224, 2116, 166, 1249, 62, 11, 30]",0.0
"[706, 17, 8, 36, 12, 6, 5, 3, 2, 4, 7, 1, 211, 382, 225, 6, 5, 3, 2, 4, 7, 15, 23, 64, 49, 25, 10, 663, 36, 511, 167, 155, 662, 956, 275, 167, 183, 815]",0.0
"[6, 5, 3, 2, 4, 7, 664, 3189, 4395, 83, 59, 85, 2117, 296, 2118, 526, 33, 2119, 664]",0.0
"[6, 5, 3, 2, 4, 7, 1, 75, 336, 467, 8, 50, 86, 75, 6, 5, 3, 2, 4, 7, 1, 8, 50]",0.0
"[326, 407, 354, 12, 1, 9, 270, 453, 326, 407, 6, 5, 3, 2, 4, 7, 15, 23, 8, 357]",-1.0
"[177, 333, 1, 358, 8, 1831, 383, 8, 1342, 58, 18]",-1.0
"[235, 3, 217, 167, 25, 2520, 3190, 1250, 619, 20, 3191, 12, 217, 167, 1634, 14, 340, 167, 186, 137, 1473, 104, 25, 258, 707, 1079, 145, 270, 453]",1.0
"[6, 5, 3, 2, 4, 7, 15, 23, 64, 49, 25, 10, 663, 36, 511, 167, 155, 662, 956, 275, 167, 183, 815]",-1.0
"[39, 708, 259, 1159, 548, 733, 315, 809, 207, 1474, 232, 12, 1, 370, 221, 8, 598, 17, 14, 17, 6, 5, 3, 2, 4, 7, 1, 8, 598, 17, 14, 17, 51, 416, 2120, 1251, 2121, 21, 24]",
"[222, 93, 183, 553, 112, 649, 1635, 10, 341, 23, 337, 79, 6, 5, 3, 2, 4, 7, 1, 8, 303, 408, 11]",
"[1069, 13, 94, 313, 291, 8, 2122, 153, 864, 911, 120, 15, 23, 64, 49, 6, 5, 3, 2, 4, 7, 32, 12, 1, 8, 1252, 948, 450]",-1.0
"[1, 19, 159, 8, 12, 1, 19, 37, 1253, 454, 245, 347, 14, 554, 11, 6, 5, 3, 2, 4, 7, 1, 222, 37, 1832, 396, 1160, 2521, 2123, 1833, 769, 22, 57, 11, 620, 1254, 8, 19, 1, 621, 1, 44, 1636, 65, 1, 8, 156, 137, 1834, 770]",
"[45, 304, 368, 1343, 160, 274, 113, 33, 33, 11, 4396, 4397, 1009, 2522, 280, 4398, 527, 348, 2523, 1835, 739, 2524, 1475, 160, 173, 4399, 47, 10, 4400, 2124, 1, 8, 72, 155, 2523, 1835, 1637, 371, 284, 2125, 428, 2525, 1080, 161, 51, 1638, 1255, 3192, 252]",-1.0
"[6, 5, 3, 2, 4, 7, 1, 50, 150, 20, 18]",1.0
"[1, 146, 8, 35, 528, 153, 19, 93, 439, 1344, 8]",-1.0
"[1, 238, 816, 2526, 1836, 238, 816, 179]",1.0
"[91, 3193, 277, 176, 4401, 3193, 16, 180, 21, 593, 488, 1081, 179, 96, 28, 912, 70, 1081, 1082, 1837, 3194, 96, 957, 28, 912, 1837, 180, 1639, 3194, 96, 28, 1161, 912, 552, 6, 5, 3, 2, 4, 7, 1, 359, 16, 1010, 555, 14, 1081, 179, 3195, 11, 1162]",
"[865, 21, 132, 95, 19, 46, 10, 201, 709, 14, 3196, 8, 4402, 416, 512, 33, 11, 120, 353, 1476, 63, 381, 122, 1251, 12, 1, 232, 370, 221, 8, 598, 17, 14, 17, 6, 5, 3, 2, 4, 7, 1, 17, 14, 17, 51, 416, 11, 2126]",0.0
"[101, 18, 14, 6, 5, 3, 2, 4, 7, 1, 25, 10, 489, 440, 305, 241, 204, 85, 25, 10, 29, 195, 1011, 20, 599, 93, 86]",0.0
"[133, 122, 39, 42, 1, 226, 216, 958, 243, 771, 211, 198]",1.0
"[6, 5, 3, 2, 4, 7, 1, 64, 49, 8, 372, 1640, 134, 80, 1009]",
"[468, 490, 176, 440, 240, 866, 1012, 1838, 6, 5, 3, 2, 4, 740, 1345, 306, 11, 150, 55, 240, 11, 491, 34, 373, 6, 5, 3, 2, 4, 7, 1, 73, 50, 8, 40, 468, 490, 58, 18]",-1.0
"[492, 3197, 117, 384, 1157, 81, 429, 56, 26, 6, 5, 3, 2, 4, 7, 959, 665, 2127, 151, 413, 4403, 47, 1013, 70, 163]",1.0
"[235, 3, 8, 162, 2128, 105, 34, 373, 6, 5, 3, 2, 4, 7, 146, 8, 216, 188]",1.0
"[31, 1, 9, 9, 571, 327, 274, 9, 1241, 383, 6, 5, 3, 2, 4, 7, 9, 493, 2527, 83]",0.0
"[6, 5, 3, 2, 4, 7, 9, 2528, 2129, 383, 2130, 1346, 67]",
"[34, 101, 6, 5, 3, 2, 4, 7, 1, 137, 76, 15, 529, 8, 124, 30, 599, 93, 43, 35, 61, 37, 2, 575, 242, 469, 22, 337, 666, 8, 79, 647, 10, 46, 556, 85, 1, 667, 1256, 2, 176, 9, 427, 1347, 1]",0.0
"[97, 2529, 3198, 1627, 4404, 600, 3198, 19, 37, 292, 8, 69, 38, 353, 2530, 817, 8, 292, 373, 8, 818, 90, 1839, 135, 1083, 212, 478, 12, 1840, 3199, 62, 2531, 6, 5, 3, 2, 4, 7, 4405, 3200, 817]",
"[164, 1, 15, 8, 314]",0.0
"[6, 5, 3, 2, 4, 7, 13, 1, 360, 326, 407, 253, 99, 1841, 313, 123, 385]",0.0
"[601, 4406, 395, 236, 6, 5, 3, 2, 4, 7, 1, 8, 50]",1.0
"[29, 6, 5, 3, 2, 4, 7, 1, 38, 408, 154, 2131, 34, 574, 14, 599, 93]",1.0
"[1, 430, 29, 396, 342, 278, 557, 39, 8, 92, 1348, 11, 39, 8, 153, 1348, 303, 649, 2532]",1.0
"[77, 2533, 56, 110, 8, 426, 90, 6, 5, 3, 2, 4, 7, 1349, 246, 117]",0.0
"[4407, 530, 551, 685, 3201, 1350, 63, 113, 687, 156, 292, 41, 867, 69, 86, 551, 685, 1014, 2534, 213, 3201, 41, 131, 26, 250, 266, 115, 69, 513, 213, 957, 343, 63, 1163, 622, 11, 21, 1, 430, 29, 741, 650, 81, 141, 1842, 819, 140]",1.0
"[1843, 1844, 772, 390, 6, 5, 3, 2, 4, 7, 868, 39, 205, 602, 651, 1257, 119, 25, 100, 360, 39, 423, 479, 16, 32, 558, 27, 4408, 11, 423, 155, 4409, 21, 201, 55, 326, 960, 336, 3202, 623, 53, 9, 11, 21, 136]",-1.0
"[4, 235, 3, 2, 4, 7, 1477, 10, 3203, 1, 2535, 33, 4410, 4411, 16, 2536, 26, 166, 306]",-1.0
"[1, 8, 83, 417, 2537, 29, 184, 961]",0.0
"[1015, 1641, 600, 6, 5, 3, 2, 4, 7, 137, 381, 191, 136]",
"[133, 122, 8, 40, 66, 415, 17, 161, 741, 20, 21, 710, 557, 18]",1.0
"[334, 1, 104, 25, 4412, 1, 15, 23, 1472, 25, 2538, 14, 124, 13, 1, 107, 109, 1084, 100, 423, 23, 1478, 12, 288, 60, 28, 138, 6, 5, 3, 2, 4, 7, 288, 33, 9, 21, 1153, 9, 98, 1013, 32, 427, 530, 25, 32]",1.0
"[34, 171, 80, 1, 1164, 29, 430, 161, 132, 278, 225]",-1.0
"[6, 5, 3, 2, 4, 7, 4413, 1085, 3204, 4414, 711, 1845]",1.0
"[4415, 1, 2, 2539, 36, 317, 221, 2540, 441, 49, 1, 73, 216, 44, 10, 93, 1351, 15, 285, 1, 8, 1846, 53, 10, 1826, 1469, 959, 559, 10]",
"[78, 361, 2541, 1, 554, 2132, 18, 3205, 2542, 20, 742, 160, 3206, 179, 4416, 14, 3206, 3207, 2133, 688, 106, 307, 85, 2134, 2543, 2544, 160, 857, 2135, 4417, 2545]",-1.0
"[913, 743, 6, 5, 3, 2, 4, 7, 1, 15, 23, 1165, 20]",
"[17, 1166, 409, 328, 14, 6, 5, 3, 2, 4, 7, 1, 167, 186, 165, 374, 184, 962, 1479, 163, 264, 2136, 431, 25, 1847, 21, 258, 167, 1247, 186, 79, 1, 143, 466, 24, 21, 603, 1016, 432, 1086, 47]",
"[38, 440, 493, 469, 22, 90, 103, 6, 5, 3, 2, 4, 7, 1017, 1087, 1352]",-1.0
"[1258, 13, 1, 4418, 33, 63, 1088, 16, 41, 8, 689, 163, 174, 36, 41, 8, 16, 17, 174, 234, 188, 26, 71, 53, 1018, 1480, 61, 13, 524, 820, 90, 362, 6, 5, 3, 2, 4, 7, 26, 455, 773, 1481, 14, 389, 397, 12, 1, 126, 1848, 869]",-1.0
"[1259, 6, 5, 3, 2, 4, 7, 74, 138, 188, 14, 42, 117, 428, 318, 712, 24, 744, 1, 201, 372, 1849, 34, 1, 57, 870, 226, 4419, 47, 101, 207, 20, 8, 870, 736, 2546, 210, 96, 166, 139, 32, 116, 2137, 1, 201, 433, 20, 557, 24]",
"[4420, 3208, 914, 526, 821, 1850, 4421, 4422, 4423, 87, 2547, 125, 4424, 6, 5, 3, 2, 4, 7, 2138, 4, 811, 223, 71, 1353]",
"[1, 808, 11, 1642, 1851, 26, 116, 233, 4425, 51, 1260, 58, 18, 2139, 6, 5, 3, 2, 4, 7, 2140, 2548, 116, 233, 12, 1643, 4426, 1167, 2141, 963, 2139, 34, 239, 4427, 4428, 14, 1261, 8, 196, 138, 2549, 3209, 27, 808, 289, 4429, 4430, 2139, 453]",
"[1, 8, 50]",1.0
"[75, 111, 6, 5, 3, 2, 4, 7, 1, 8, 1644, 15, 23, 576, 315, 85, 2550]",1.0
"[48, 31, 480, 114, 19, 6, 5, 3, 2, 4, 7, 1, 358, 8, 297, 134, 193, 80, 14, 15, 23, 79, 1, 8, 69, 11, 1168, 24]",-1.0
"[6, 5, 3, 2, 4, 7, 43, 245, 604, 1852, 2142, 1482, 58, 18]",
"[36, 12, 6, 5, 3, 2, 4, 7, 1, 1645, 319, 1012, 8, 192, 456, 100, 11, 328, 457, 690, 99, 35, 63, 21, 964, 11]",-1.0
"[6, 5, 3, 2, 4, 7, 1089, 105, 277, 4431, 2510, 191, 1853]",0.0
"[240, 958, 45, 277, 46, 237, 21, 240, 479, 1354, 112, 6, 5, 3, 2, 4, 7, 1, 521, 481, 774, 2551, 121, 1840, 265, 12, 121, 521, 88, 45, 23, 9, 344, 192, 2552, 210, 10, 12, 2143, 121, 1018, 422, 265, 21]",
"[6, 5, 3, 2, 4, 7, 8, 2553, 1483, 1854, 3210, 123]",
"[822, 334, 1, 8, 40, 361, 4432, 1090, 77, 78, 458, 6, 5, 3, 2, 4, 7, 1, 9, 8, 175, 40, 1355, 329, 442, 1484, 459, 775, 8, 175, 40, 169, 965, 30, 1158, 3211, 85, 1855, 688, 8, 1856, 577, 55, 24, 271, 3212, 2554]",0.0
"[6, 5, 3, 2, 4, 7, 1, 8, 17, 66, 531, 4433, 871, 174, 691, 2555, 871, 174, 272, 22, 871, 174]",
"[308, 35, 125, 259, 2115, 13, 1, 418, 12, 60, 28, 6, 5, 3, 2, 4, 7, 39, 1, 8, 69, 1857, 35, 61, 26, 12, 418, 2556, 6, 5, 3, 2, 4, 7, 418, 30, 1485, 46, 355, 1858, 510, 619, 141, 915, 43, 3213, 398, 2144, 385, 3214, 2557]",
"[1, 1356, 165, 66, 1262, 90, 247, 68, 1357, 688, 84, 54, 45, 872, 363, 2]",
"[6, 5, 3, 2, 4, 7, 12, 1, 494, 1085, 405, 1169, 966, 711, 2558, 1646, 1859, 88, 45, 59, 59, 1015, 1486, 560, 46, 10, 522, 13, 495, 1091, 4434, 2559, 22, 2560, 967]",
"[106, 2561, 1358, 71, 12, 1, 620, 14, 3215, 4435, 1170, 4436, 532, 1487, 307, 396, 1, 1488, 72, 287, 3215, 4437, 713, 2562, 71]",
"[6, 5, 3, 2, 4, 7, 25, 1647, 142, 552, 1092, 2563, 9, 334, 1, 25, 1093, 24, 3216, 320, 2564, 8, 4438, 305, 214, 204, 745, 38, 12, 6, 5, 3, 2, 4, 3217, 807, 12, 41, 8, 4439, 38, 258, 6, 5, 3, 2, 4, 7, 4440, 258]",-1.0
"[652, 11, 354, 67, 276, 108, 9, 2565, 96, 1171]",-1.0
"[34, 373, 14, 6, 5, 3, 2, 4, 7, 8, 50, 84, 776, 1359, 15, 23, 8, 2145, 559, 4441, 873, 47]",
"[6, 5, 3, 2, 4, 7, 1, 73, 44, 20, 823, 106, 22, 604, 13, 1263, 1264]",0.0
"[75, 6, 5, 3, 2, 4, 7, 1, 15, 89, 968, 8, 43, 13, 75, 6, 5, 3, 2, 4, 7, 2146, 460]",0.0
"[4442, 1157, 28, 23, 204, 866, 44, 20, 374, 184, 239, 1860, 527, 33, 62, 1019, 4443, 1489, 397, 550]",
"[1, 38, 652, 277, 46, 1, 8, 177, 333, 36, 12, 6, 5, 3, 2, 4, 7, 1, 8, 169, 17, 66, 75, 232, 155, 17, 66, 52, 824, 874, 514, 434]",
"[6, 5, 3, 2, 4, 7, 1, 114, 19, 37, 746, 57, 690, 121, 16, 157, 19, 37, 746, 147, 406, 172, 494, 1257, 3218, 8, 69, 11, 21, 309, 19, 6, 5, 3, 2, 4, 7, 1, 205, 303, 140]",
"[6, 5, 3, 2, 4, 7, 1, 38, 2566, 4444, 4445, 81, 8, 272, 668, 526, 81, 329, 2567, 1360, 507, 81, 1648, 262, 375, 747, 69, 175, 163, 81, 375, 442, 653, 916, 597, 4446, 459, 277, 218, 1020, 81, 4447, 58, 297, 825, 81, 653, 504, 28, 115, 442, 272, 654, 668, 459, 277]",1.0
"[36, 1, 8, 92, 748, 99, 12, 6, 5, 3, 2, 4, 7, 1, 211, 119, 152, 1, 8, 40, 254, 2568, 38, 329, 1265, 2569, 65, 258, 1490, 807, 1491, 264, 174, 1649, 1094, 1095, 11]",-1.0
[9],
"[309, 19, 6, 5, 3, 2, 4, 7, 1, 39, 245, 435, 2147, 101, 36, 376, 65, 14, 42, 11, 153, 107, 145]",0.0
"[91, 72, 10, 1172, 4448, 221, 4449, 2570, 128, 2148, 969, 624, 11, 30, 13, 324, 308, 970, 1173, 3219, 202, 132, 3220, 2571, 1861, 20, 310, 1096, 1266, 276, 98, 404, 4450, 24]",
"[1097, 6, 5, 3, 2, 4, 7, 8, 185, 8, 92, 314, 58, 18]",-1.0
"[4451, 56, 110, 147, 1361, 390, 6, 5, 3, 2, 4, 7, 1, 147, 386, 212, 6, 5, 3, 2, 4, 7, 2, 605, 875, 1488, 386, 197, 4452, 22, 3221, 11, 232, 625, 3222, 27, 39, 147, 11, 44, 10, 275, 27, 1862, 626, 1174, 1098, 3223, 917, 408, 736, 771, 137, 1862, 409, 53, 10, 46]",
"[235, 3, 1, 9, 220, 66, 164, 83, 417, 1021, 533, 777, 164, 14, 6, 5, 3, 2, 4, 7, 13, 104, 1, 8, 40, 1099, 15, 417, 1021, 533, 777, 627]",
"[1, 4453, 62, 6, 5, 3, 2, 4, 7, 9, 90, 20, 521]",
"[6, 5, 3, 2, 4, 7, 12, 26, 25, 28, 102, 12, 6, 5, 3, 2, 4, 7, 241, 345, 826, 36, 2149, 470, 99]",0.0
"[1087, 1, 38, 2572, 669, 827, 148, 31, 8, 909, 19, 32, 52, 18, 82, 18, 125, 3224, 6, 5, 3, 2, 4, 7, 8, 83, 1650, 85, 38, 440, 21, 152, 11, 820, 4454]",
"[6, 5, 3, 2, 4, 7, 13, 1, 377, 8, 9, 11, 825, 37, 455, 246, 561, 2573, 1362, 271, 203, 2150, 1267, 871, 218, 871, 3225, 1363, 203, 455, 246, 1863, 4455, 4456, 3226, 281, 4457, 76, 1175, 1864, 267, 1865, 1175, 4458, 218, 871, 4459, 482, 8, 9, 222, 246, 181, 78, 19, 47, 1629]",
"[75, 6, 5, 3, 2, 4, 7, 1, 15, 16, 8, 124]",0.0
"[6, 5, 3, 2, 4, 7, 1, 73, 50, 150, 20, 118, 1, 359, 3227, 1, 359, 525, 54, 1492, 1268, 37, 9, 11, 1651]",0.0
"[36, 6, 5, 3, 2, 4, 7, 234, 828, 1, 1493, 461, 534, 87, 19, 1494, 106, 14, 356, 42, 1495]",0.0
"[217, 511, 167, 186, 104, 25, 216, 27, 369, 606, 6, 5, 3, 2, 4, 7, 1, 515, 24, 217, 73, 206]",1.0
"[64, 49, 471, 100, 95, 6, 5, 3, 2, 4, 7, 16, 15, 89, 1364, 73, 1495]",1.0
"[410, 19, 36, 2574, 2151, 307, 6, 5, 3, 2, 4, 7, 1, 504, 9, 15, 23, 64, 49, 14, 305, 165, 129, 104, 25, 258, 488, 8, 99, 93]",
"[2152, 336, 1, 8, 1866, 117, 142]",0.0
"[2153, 6, 5, 3, 2, 4, 7]",-1.0
"[1, 667, 607, 248, 44, 10, 426, 3, 6, 5, 3, 2, 4, 7, 107, 109, 602, 14, 440, 38, 533, 1867, 2154, 104, 25, 4460, 4461, 93, 65, 418, 20, 572, 3228, 279, 84, 2575, 85, 2155, 8, 121, 1488, 9, 1868, 3229, 61, 593]",1.0
"[1652, 472, 1, 74, 127, 44, 219, 202, 12, 24, 12, 373, 6, 5, 3, 2, 4, 7, 373, 472, 373, 60, 28, 373, 81, 429, 670, 373, 81, 429, 56, 373, 3230, 81, 429, 373]",
"[6, 5, 3, 2, 4, 7, 13, 1, 79, 208, 778, 201, 326, 14, 16, 15, 23, 146, 578, 1176, 280, 487, 397, 557, 63]",-1.0
"[481, 774, 6, 5, 3, 2, 4, 7, 414, 12, 46]",
"[122, 1, 462, 1496, 918, 1497, 1, 535, 33, 53, 73, 58, 18, 122, 78, 6, 5, 3, 2, 4, 7, 1, 462, 1496, 918, 137, 1497, 552, 122, 749, 1, 137, 535, 33, 53, 73, 1177, 24]",
"[2576, 876, 422, 1869, 3231, 60, 28, 628, 1178, 2156, 210, 20, 2577, 27, 692, 179, 6, 5, 3, 2, 4, 7, 2157, 1022, 46, 562, 562, 59, 2158, 1653, 53, 704, 6, 5, 3, 2, 4, 7, 71, 210, 2578, 562, 562, 151, 231, 3232, 1654, 562, 2579, 562, 13, 26, 4462, 239, 302, 47, 2580]",-1.0
"[48, 383, 6, 5, 3, 2, 4, 7, 9, 12, 39, 147, 3233, 16, 256, 1012, 504, 349, 147, 52, 82, 18]",
"[29, 95, 1, 222, 37, 8, 185, 15, 89, 273, 15, 89, 273, 41, 8, 41, 8, 829]",1.0
"[1365, 158, 32, 108, 9, 1870, 4463, 10]",1.0
"[1, 40, 115, 397, 29, 184, 4464, 1179]",
"[18, 6, 5, 3, 2, 4, 7, 1471, 194, 1, 29, 195, 1180, 877, 20, 1, 8, 59, 29, 115, 161, 96, 779, 1068, 26, 112, 30, 145]",
"[1181, 70, 666, 368, 12, 111, 712, 3234, 90, 6, 5, 3, 2, 4, 141, 28, 536, 438, 90]",-1.0
"[6, 5, 3, 2, 4, 7, 101, 14, 409, 330, 13, 56, 1655, 109, 328, 99, 1656, 109, 165, 431, 398, 143, 244, 19, 93, 305, 1871, 409, 21, 431, 25, 10, 971, 93, 346, 152, 15, 23, 183, 104, 25, 10, 93]",-1.0
"[732, 1657, 473, 6, 5, 3, 2, 4, 7, 1, 25, 671, 93, 1658, 76, 1498, 2159, 629, 4465, 2581]",-1.0
"[6, 5, 3, 2, 4, 7, 1, 200, 2582, 148, 261, 102, 692, 31, 483, 4466, 2583, 108, 1872, 27, 9, 38, 1366, 919, 4467, 22, 2160, 311]",
"[4468, 704, 3235, 3236, 608, 4469, 2, 511, 77, 1659, 4470, 3237, 579, 2584, 399, 3238, 2, 2161, 24, 3239, 2585, 19, 2586, 4471, 2587, 2588, 152, 2, 607, 2587, 47, 2588, 4472, 106, 2584, 338, 98, 32, 2, 772, 2587, 2588, 278, 4473, 117, 47]",-1.0
"[133, 54, 12, 1, 19, 2589, 439, 19, 37, 8, 6, 5, 3, 2, 4, 7, 12, 108, 114]",1.0
"[859, 34, 293, 661, 878, 1, 667, 188, 265, 8, 11, 10, 142, 61, 111, 74, 53, 124, 1, 119, 25, 100, 671, 11, 1, 34, 112, 135, 14, 8, 972, 1, 263, 18, 22, 209, 200, 630, 96, 8, 162, 907, 433, 2590, 33, 11]",-1.0
"[1, 879, 121, 83, 1660, 2162, 178, 8]",
"[3240, 1873, 1100, 428, 6, 5, 3, 2, 4, 7, 562]",1.0
"[46, 714, 291, 8, 12, 9, 83, 66, 18]",
"[6, 5, 3, 2, 4, 7, 41, 9, 1864, 329, 375, 114, 767, 4474, 1874, 142, 1182, 2591, 580, 1073, 1642, 1075, 364]",1.0
"[4475, 2163, 3241, 12, 9]",-1.0
"[177, 333, 6, 5, 3, 2, 4, 7, 1, 8, 40, 3242]",
"[83, 417, 8, 29, 184, 961, 2507, 450, 1, 29, 741, 2592, 1650, 1, 8, 1269, 21, 1875, 780, 135, 715, 484, 880, 781, 693, 782, 881, 882, 11, 88, 1365, 172, 1101, 563, 149, 349, 1023, 11]",
"[830, 1876, 8, 716, 416, 143, 28, 1270, 716, 1183, 416, 54, 1251, 1184, 319, 8, 1877, 278, 345, 6, 5, 3, 2, 4, 7, 1, 319, 16, 9, 662, 25, 514, 168, 829, 225, 58, 18]",-1.0
"[672, 99, 463, 6, 5, 3, 2, 4, 7, 298, 99, 14, 279, 513, 102, 244]",-1.0
"[2593, 91, 783, 361, 250, 266, 631, 16, 17, 1012, 63, 496, 1185, 156, 857, 76]",
"[6, 5, 3, 2, 4, 7, 506, 37, 9, 1102, 6, 5, 3, 2, 4, 7, 119, 350, 12, 26, 1013, 36, 14, 146, 85, 25, 10, 1470, 713, 305, 409, 431, 1068, 4476, 9, 2594, 3243, 1006, 411, 6, 5, 3, 2, 4, 7, 1, 365, 1878, 8, 427, 348, 47]",
